season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats,receiving_stats,scoring_stats,defense_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,fumble_stats_number,fumble_stats_number_lost,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt
2026-27,football,Liberty League (LL),ll,Hobart,"Lyon,Vicente",Vicente,Lyon,,282,"Lyon,Vicente","LYON,VICENTE",Hobart,HOB,1059-8174,1,0,93,93,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62,42,0,0,0,0,1,31.0
2026-27,football,Liberty League (LL),ll,Hobart,"Brosko,Billy",Billy,Brosko,,282,"Brosko,Billy","BROSKO,BILLY",Hobart,HOB,1059-8725,1,1,94,94,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,2,5,7,7,2.5,.0,.0,1,3,13,2,1,2,12,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Sawyer,Kaleb",Kaleb,Sawyer,,282,"Sawyer,Kaleb","SAWYER,KALEB",Hobart,HOB,1059-9526,1,1,95,95,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Fakorede,Adekunle",Adekunle,Fakorede,,282,"Fakorede,Adekunle","FAKOREDE,ADEKUNLE",Hobart,HOB,1059-8461,1,0,98,98,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Mestre,Anthony",Anthony,Mestre,,313,"Mestre,Anthony","MESTRE,ANTHONY",Ithaca,ITH,1006-11553,1,0,1,1,0,RB,0,0,1,0,0,0,0,0,.0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,0,25,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Spirra,Joe",Joe,Spirra,,313,"Spirra,Joe","SPIRRA,JOE",Ithaca,ITH,1006-11289,1,1,2,2,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,8,3,11,11,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Swierbut,Andrew",Andrew,Swierbut,,313,"Swierbut,Andrew","SWIERBUT,ANDREW",Ithaca,ITH,1006-9988,1,1,3,3,0,0,DB,0,,,,,,,,,,,,,,,,,,,18,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,1,18,0,18,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Taylor,Ahmad",Ahmad,Taylor,,313,"Taylor,Ahmad","TAYLOR,AHMAD",Ithaca,ITH,1006-9990,1,0,4,4,0,RB,0,0,5,28,30,2,0,16,5.6,28.0,,1,1,0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Mellis,Andrew",Andrew,Mellis,,313,"Mellis,Andrew","MELLIS,ANDREW",Ithaca,ITH,1006-9970,1,0,5,5,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Wolfe,Tyler",Tyler,Wolfe,,313,"Wolfe,Tyler","WOLFE,TYLER",Ithaca,ITH,1006-9992,1,0,6,6,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Harvey,Antwan",Antwan,Harvey,,313,"Harvey,Antwan","HARVEY,ANTWAN",Ithaca,ITH,1006-11544,1,0,7,7,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Lang,Nicholas",Nicholas,Lang,,313,"Lang,Nicholas","LANG,NICHOLAS",Ithaca,ITH,1006-9963,1,1,9,9,0,WR,0,0,,,,,,,,,,6,105,2,33,17.5,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Schumm,Colin",Colin,Schumm,,313,"Schumm,Colin","SCHUMM,COLIN",Ithaca,ITH,1006-9985,1,1,10,10,0,TE,0,0,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Reed,Michael",Michael,Reed,,313,"Reed,Michael","REED,MICHAEL",Ithaca,ITH,1006-9982,1,1,11,11,0,QB,0,0,23,158,165,7,1,28,6.9,158.0,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,7,1,33,2,175,2,38,14,82.4,4.61,12.50,175.0,,,,,,,,,,,,,,,,,0,0,0,0,2,1,2,1,0,0,0,0,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Murray,Tian",Tian,Murray,,313,"Murray,Tian","MURRAY,TIAN",Ithaca,ITH,1006-11277,1,1,14,14,0,WR,0,0,,,,,,,,,,3,21,0,8,7.0,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Boyle,Marcus",Marcus,Boyle,,313,"Boyle,Marcus","BOYLE,MARCUS",Ithaca,ITH,1006-11246,1,1,15,15,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,5,0,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Scully,Chris",Chris,Scully,,313,"Scully,Chris","SCULLY,CHRIS",Ithaca,ITH,1006-11286,1,1,20,20,0,RB,0,0,6,25,28,3,0,10,4.2,25.0,,2,17,0,10,8.5,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Scordato,Will",Will,Scordato,,313,"Scordato,Will","SCORDATO,WILL",Ithaca,ITH,1006-11285,1,0,21,21,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Lewis,Quinten",Quinten,Lewis,,313,"Lewis,Quinten","LEWIS,QUINTEN",Ithaca,ITH,1006-11550,1,0,22,22,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Green,Jake",Jake,Green,,313,"Green,Jake","GREEN,JAKE",Ithaca,ITH,1006-9959,1,1,23,23,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,3,1,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Guerrera,Frank",Frank,Guerrera,,313,"Guerrera,Frank","GUERRERA,FRANK",Ithaca,ITH,1006-9960,1,0,24,24,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Smith,Chase",Chase,Smith,,313,"Smith,Chase","SMITH,CHASE",Ithaca,ITH,1006-11569,1,1,25,25,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Myers,Chase",Chase,Myers,,313,"Myers,Chase","MYERS,CHASE",Ithaca,ITH,1006-11278,1,0,26,26,0,RB,0,0,2,9,9,0,0,6,4.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Casey,Caleb",Caleb,Casey,,313,"Casey,Caleb","CASEY,CALEB",Ithaca,ITH,1006-11530,1,0,28,28,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Turner,Ryan",Ryan,Turner,,313,"Turner,Ryan","TURNER,RYAN",Ithaca,ITH,1006-11574,1,0,29,29,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Takacs,Henry",Henry,Takacs,,313,"Takacs,Henry","TAKACS,HENRY",Ithaca,ITH,1006-9989,1,1,30,30,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,4,1,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"O'Connor,Jack",Jack,O'Connor,,313,"O'Connor,Jack","O'CONNOR,JACK",Ithaca,ITH,1006-9975,1,0,31,31,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Mikolajczyk,Luke",Luke,Mikolajczyk,,313,"Mikolajczyk,Luke","MIKOLAJCZYK,LUKE",Ithaca,ITH,1006-9972,1,0,32,32,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Lacrete,Sebastien-Olivier",Sebastien-Olivier,Lacrete,,313,"Lacrete,Sebastien-Olivier","LACRETE,SEBASTIEN-OLIVIER",Ithaca,ITH,1006-11549,1,0,34,34,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Boland,Ty",Ty,Boland,,313,"Boland,Ty","BOLAND,TY",Ithaca,ITH,1006-11245,1,0,36,36,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Rodriguez,Anthony",Anthony,Rodriguez,,313,"Rodriguez,Anthony","RODRIGUEZ,ANTHONY",Ithaca,ITH,1006-11563,1,0,37,37,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Wandell,Caleb",Caleb,Wandell,,313,"Wandell,Caleb","WANDELL,CALEB",Ithaca,ITH,1006-11242,1,0,38,38,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,1,1,0,0,0,0,0,0,0,0,0,0,4,180,72,0,1,2,1,2,45.0
2026-27,football,Liberty League (LL),ll,Ithaca,"Savino,Luke",Luke,Savino,,313,"Savino,Luke","SAVINO,LUKE",Ithaca,ITH,1006-11565,1,0,39,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,191,0,0,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Celetti,Lucas",Lucas,Celetti,,313,"Celetti,Lucas","CELETTI,LUCAS",Ithaca,ITH,1006-9952,1,0,40,40,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Felio,Jay",Jay,Felio,,313,"Felio,Jay","FELIO,JAY",Ithaca,ITH,1006-11538,1,0,45,45,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"McDougall,Michael",Michael,McDougall,,313,"McDougall,Michael","MCDOUGALL,MICHAEL",Ithaca,ITH,1006-11259,1,0,48,48,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Garzarella,Nicholas",Nicholas,Garzarella,,313,"Garzarella,Nicholas","GARZARELLA,NICHOLAS",Ithaca,ITH,1006-11540,1,1,49,49,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,3,0,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Ravelli,Chooch",Chooch,Ravelli,,313,"Ravelli,Chooch","RAVELLI,CHOOCH",Ithaca,ITH,1006-11560,1,0,51,51,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Ehasz,Zachary",Zachary,Ehasz,,313,"Ehasz,Zachary","EHASZ,ZACHARY",Ithaca,ITH,1006-9957,1,0,52,52,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Leonhardt,Collin",Collin,Leonhardt,,313,"Leonhardt,Collin","LEONHARDT,COLLIN",Ithaca,ITH,1006-9964,1,0,54,54,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Poulin,Burke",Burke,Poulin,,313,"Poulin,Burke","POULIN,BURKE",Ithaca,ITH,1006-11558,1,1,55,55,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Pauletti,Daniel",Daniel,Pauletti,,313,"Pauletti,Daniel","PAULETTI,DANIEL",Ithaca,ITH,1006-11284,1,1,56,56,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Miller,Jackson",Jackson,Miller,,313,"Miller,Jackson","MILLER,JACKSON",Ithaca,ITH,1006-11832,1,0,62,62,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Lindkvist,Gavin",Gavin,Lindkvist,,313,"Lindkvist,Gavin","LINDKVIST,GAVIN",Ithaca,ITH,1006-9965,1,1,67,67,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Shaughnessy,Grayson",Grayson,Shaughnessy,,313,"Shaughnessy,Grayson","SHAUGHNESSY,GRAYSON",Ithaca,ITH,1006-11840,1,0,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Ohnegian,Andrew",Andrew,Ohnegian,,313,"Ohnegian,Andrew","OHNEGIAN,ANDREW",Ithaca,ITH,1006-11281,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Edenfield,Shaun",Shaun,Edenfield,,313,"Edenfield,Shaun","EDENFIELD,SHAUN",Ithaca,ITH,1006-11536,1,0,76,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Parry,Devin",Devin,Parry,,313,"Parry,Devin","PARRY,DEVIN",Ithaca,ITH,1006-9981,1,0,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Ithaca,"Gagner,Zachary",Zachary,Gagner,,313,"Gagner,Zachary","GAGNER,ZACHARY",Ithaca,ITH,1006-11252,1,1,78,78,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
